blockHash	blockNumber	from	gas	gasPrice	hash	input	nonce	r	s	to	transactionIndex	v	value	contextData.timestampMillis	payload.blockHash	payload.blockNumber	payload.from	payload.gas	payload.gasPrice	payload.hash	payload.input	payload.nonce	payload.r	payload.s	payload.to	payload.transactionIndex	payload.v	payload.value	payload.properties.blockHash	payload.properties.blockNumber	payload.properties.from	payload.properties.gas	payload.properties.gasPrice	payload.properties.hash	payload.properties.input	payload.properties.nonce	payload.properties.r	payload.properties.s	payload.properties.to	payload.properties.transactionIndex	payload.properties.v	payload.properties.value	contextData.deviceTemplate	contextData.device	contextData.clientConnection	contextData.clientSession	contextData.user	contextData.timezoneId	contextData.timestamp	contextData.source
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	string	string	string	string	string	string	string
																																											meta	meta	meta	meta	meta	meta	meta	meta
5.447712166027547e+76	8600080.0	1.1036513021306779e+48	166666.0	50000000000.0	9.123862241243992e+76	0.0	99.0	2.646763910145789e+76	4.46685725868965e+76	1.4029569708973818e+48	0.0	38.0	8.954655e+16	1570193160380.0																																	gjuan	UTC	2019-10-04T12:46:00Z	FLOWENGINE
2.6700438578475432e+76	8600082.0	1.4059905430589015e+48	105000.0	120000000000.0	6.03907639447702e+76	0.0	85000.0	4.081142910363565e+76	1.8134725608621557e+76	3.734462821939397e+47	0.0	38.0	1.1742906e+17	1570193162399.0																																	gjuan	UTC	2019-10-04T12:46:02Z	FLOWENGINE
1.0541346556094868e+77	8600083.0	3.205061624263493e+47	166666.0	50000000000.0	3.257049487039619e+76	0.0	15.0	5.775288435075889e+76	2.205252501854532e+76	1.4029569708973818e+48	0.0	38.0	2.08895e+18	1570193163279.0																																	gjuan	UTC	2019-10-04T12:46:03Z	FLOWENGINE
5.7788507297154936e+76	8600084.0	5.878417151562007e+47	22000.0	45454545454.0	6.455487703872773e+76	0.0	112851.0	1.5103725483510076e+76	4.896393650999497e+76	1.133832949115369e+48	0.0	27.0	735160000000000.0	1570193164346.0																																	gjuan	UTC	2019-10-04T12:46:04Z	FLOWENGINE
6.939960819930338e+76	8600085.0	1.1950275626990425e+48	52252.0	41000000000.0	9.534733480283722e+76	3.8020752995870066e+163	15.0	7.971127372300196e+76	3.166228532435721e+76	1.4053438179137611e+48	0.0	37.0	0.0	1570193165276.0																																	gjuan	UTC	2019-10-04T12:46:05Z	FLOWENGINE
3.684060016137031e+76	8600087.0	2.8478756367012537e+47	100000.0	60000000000.0	5.617666845920606e+76	0.0	33280.0	2.2531619354400872e+76	1.623612306537628e+75	1.4154398285285755e+48	0.0	38.0	6.922447e+18	1570193167294.0																																	gjuan	UTC	2019-10-04T12:46:07Z	FLOWENGINE
9.371746239951586e+76	8600088.0	2.8478756367012537e+47	100000.0	60000000000.0	6.496413281504927e+76	0.0	33281.0	8.94871231956077e+76	3.895804263663857e+76	5.485233245138584e+46	0.0	37.0	1e+18	1570193168439.0																																	gjuan	UTC	2019-10-04T12:46:08Z	FLOWENGINE
7.042920695766301e+76	8600090.0	2.668895878185214e+47	100000.0	27000000000.0	4.572856853223126e+75	3.8020752995870066e+163	164483.0	5.693748535327841e+76	5.629760306314384e+76	1.0747484229214632e+48	0.0	27.0	0.0	1570193170280.0																																	gjuan	UTC	2019-10-04T12:46:10Z	FLOWENGINE
1.2262546107400178e+76	8600091.0	9.256244451371111e+47	100000.0	102000000000.0	6.05730507552247e+76	3.8020752995870066e+163	125.0	8.779649359638271e+75	2.096421279017717e+75	5.224051382173095e+47	0.0	37.0	0.0	1570193171530.0																																	gjuan	UTC	2019-10-04T12:46:11Z	FLOWENGINE
7.788616903576969e+76	8600092.0	9.782980156919939e+47	90000.0	40000000000.0	5.725568023225047e+75	3.8020752995870066e+163	303831.0	5.267644832885312e+75	5.0846725912635056e+76	8.34249098051077e+47	0.0	38.0	0.0	1570193172215.0																																	gjuan	UTC	2019-10-04T12:46:12Z	FLOWENGINE
9.641665054552478e+76	8600093.0	1.0647811302119038e+48	190356.0	71000000000.0	2.2697048339845206e+76	2.488491437828598e+163	935067.0	7.426532045919734e+76	4.2836414801019724e+76	9.943444338556115e+47	0.0	38.0	0.0	1570193173551.0																																	gjuan	UTC	2019-10-04T12:46:13Z	FLOWENGINE
6.884778050117708e+76	8600094.0	8.529316873156785e+47	244958.0	31500000000.0	4.165243124627745e+76	2794092236.0	13028.0	3.872196067222547e+76	3.988041524009643e+76	2.242819931614422e+47	0.0	28.0	0.0	1570193174200.0																																	gjuan	UTC	2019-10-04T12:46:14Z	FLOWENGINE
2.9784234458583453e+75	8600095.0	1.1388179446230148e+48	208836.0	72800000000.0	3.597355311957335e+76	3.8020752995870066e+163	5684.0	1.023492635346329e+76	3.3661728246282106e+76	1.2741525172577216e+48	0.0	27.0	0.0	1570193175398.0																																	gjuan	UTC	2019-10-04T12:46:15Z	FLOWENGINE
4.359342638164745e+76	8600097.0	1.3693726228864027e+48	21000.0	45000000000.0	7.3297478553891e+76	0.0	326.0	3.4140913587143816e+75	3.143785384708214e+76	5.729756524128513e+47	0.0	37.0	3.5945202e+17	1570193177303.0																																	gjuan	UTC	2019-10-04T12:46:17Z	FLOWENGINE
8.583159885123298e+76	8600098.0	1.3382077745083795e+48	50000.0	1000000000.0	1.037521312048251e+77	0.0	22789607.0	5.871953332287892e+76	2.2262553094139082e+76	8.604986159373168e+47	0.0	38.0	4.4014084790867437e+17	1570193178568.0																																	gjuan	UTC	2019-10-04T12:46:18Z	FLOWENGINE
4.787246323344342e+76	8600099.0	9.354389735045961e+46	90000.0	40000000000.0	6.675780191071251e+76	3.8020752995870066e+163	287673.0	4.358623419349586e+76	1.2037809639193216e+74	1.2488751460129641e+48	0.0	37.0	0.0	1570193179298.0																																	gjuan	UTC	2019-10-04T12:46:19Z	FLOWENGINE
7.258809400017861e+76	8600100.0	2.8272244575106672e+47	36875.0	41000000000.0	1.923942025530345e+76	3.8020752995870066e+163	17.0	1.2201515829749347e+76	4.503651431978121e+76	7.910951369937128e+47	0.0	38.0	0.0	1570193180395.0																																	gjuan	UTC	2019-10-04T12:46:20Z	FLOWENGINE
1.0689865011776541e+77	8600102.0	7.163760319295844e+47	47392.0	50000000000.0	1.0560981209997951e+77	3.8020752995870066e+163	87.0	2.5867595007796905e+76	5.256614549196516e+76	9.644105204590945e+47	0.0	37.0	0.0	1570193182394.0																																	gjuan	UTC	2019-10-04T12:46:22Z	FLOWENGINE
7.966938473385548e+76	8600103.0	6.050152446996041e+46	90000.0	40000000000.0	1.8272055889420898e+76	3.8020752995870066e+163	77198.0	8.296137344445184e+76	8.441040627315983e+74	1.2488751460129641e+48	0.0	38.0	0.0	1570193183311.0																																	gjuan	UTC	2019-10-04T12:46:23Z	FLOWENGINE
9.570584693383753e+76	8600104.0	1.0054225311457813e+48	21000.0	61000000000.0	2.8595162391089626e+76	0.0	336776.0	2.5754350709901427e+76	4.517983250194714e+76	2.9666441520880993e+47	0.0	38.0	1.3e+17	1570193184370.0																																	gjuan	UTC	2019-10-04T12:46:24Z	FLOWENGINE
2.4186934951711317e+76	8600105.0	1.2448735062033757e+48	180000.0	50000000000.0	3.312655746985879e+76	0.0	25071.0	6.861390027734567e+76	2.228982530499217e+76	6.831861851582042e+47	0.0	27.0	1e+16	1570193185334.0																																	gjuan	UTC	2019-10-04T12:46:25Z	FLOWENGINE
8.536556059023002e+76	8600106.0	1.4141531386558333e+48	21000.0	63000000000.0	5.4777551647349646e+76	0.0	9918.0	2.248015460408268e+76	7.47920292681032e+75	2.516804861550427e+47	0.0	27.0	2764062000000000.0	1570193186545.0																																	gjuan	UTC	2019-10-04T12:46:26Z	FLOWENGINE
9.665544611985131e+76	8600107.0	1.3382077745083795e+48	50000.0	1000000000.0	9.385524719883823e+76	0.0	22789700.0	8.304816159146894e+76	3.556776361133673e+76	9.544844562295439e+47	0.0	38.0	4.796168104933848e+16	1570193187378.0																																	gjuan	UTC	2019-10-04T12:46:27Z	FLOWENGINE
7.051682411817662e+76	8600108.0	2.8478756367012537e+47	100000.0	60000000000.0	9.560158810666405e+76	0.0	33286.0	1.1264590777698029e+77	5.01214547913518e+76	1.0270057646173227e+48	0.0	38.0	1.012814e+18	1570193188517.0																																	gjuan	UTC	2019-10-04T12:46:28Z	FLOWENGINE
1.343367049598277e+76	8600110.0	5.367150195928427e+47	45000.0	71000000000.0	2.2626932279751298e+76	0.0	541120.0	2.5931317106434014e+76	3.1064787284236586e+76	8.70306478103409e+47	0.0	37.0	4.5e+18	1570193190425.0																																	gjuan	UTC	2019-10-04T12:46:30Z	FLOWENGINE
3.4006890128250734e+76	8600111.0	3.1503838952482725e+45	50000.0	105000000000.0	6.138990945160577e+76	0.0	20040.0	8.67669674391137e+76	2.037881964265056e+75	3.760168344005795e+47	0.0	28.0	5.79e+17	1570193191362.0																																	gjuan	UTC	2019-10-04T12:46:31Z	FLOWENGINE
1.0684858621295334e+77	8600112.0	6.495993081171892e+47	21000.0	55000000000.0	5.88419237046524e+76	0.0	8685.0	6.973193757157701e+75	3.831081532578445e+75	1.1407615419472147e+48	0.0	38.0	2.35804e+17	1570193192319.0																																	gjuan	UTC	2019-10-04T12:46:32Z	FLOWENGINE
4.516895688011936e+76	8600113.0	1.4287915769494187e+48	250000.0	50000000000.0	8.906801020027314e+76	0.0	6060.0	6.904327391982305e+76	4.977970991672156e+76	8.803570235270472e+47	0.0	38.0	1000000000000000.0	1570193193319.0																																	gjuan	UTC	2019-10-04T12:46:33Z	FLOWENGINE
5.812222636040346e+76	8600114.0	1.0647811302119038e+48	137973.0	71000000000.0	2.7272568926231086e+76	3.8020752995870066e+163	935071.0	4.66762442562871e+76	4.0250730226278726e+76	9.212102235038266e+47	0.0	37.0	0.0	1570193194342.0																																	gjuan	UTC	2019-10-04T12:46:34Z	FLOWENGINE
6.64553800309822e+76	8600115.0	2.8969123024245627e+47	400000.0	37800000000.0	7.606373945303502e+76	0.0	1387279.0	7.847791650249782e+76	1.3034057777832468e+76	9.651979577168636e+47	0.0	28.0	1.568120467009059e+18	1570193195317.0																																	gjuan	UTC	2019-10-04T12:46:35Z	FLOWENGINE
8.698964352203854e+76	8600116.0	9.848261488280348e+47	90000.0	52800000000.0	4.692004108249319e+76	3.8020752995870066e+163	1.0	8.308298387381667e+76	9.046033962013613e+75	2.5167136465468773e+47	0.0	37.0	0.0	1570193196657.0																																	gjuan	UTC	2019-10-04T12:46:36Z	FLOWENGINE
3.251969853112259e+76	8600117.0	3.3465447390677488e+47	90000.0	43800000000.0	4.114790418695917e+76	3.8020752995870066e+163	13098.0	5.3983649325658216e+76	5.4968070903697333e+76	8.270766831317266e+46	0.0	28.0	0.0	1570193197438.0																																	gjuan	UTC	2019-10-04T12:46:37Z	FLOWENGINE
3.742623580793555e+76	8600119.0	1.3382077745083795e+48	50000.0	1000000000.0	5.939587289785334e+76	0.0	22789713.0	6.189264973245561e+74	1.5434383126777805e+76	8.103250891151218e+47	0.0	38.0	5.002574779787299e+16	1570193199439.0																																	gjuan	UTC	2019-10-04T12:46:39Z	FLOWENGINE
1.0361877861242527e+77	8600121.0	1.3382077745083795e+48	50000.0	1000000000.0	1.1048389193668886e+77	0.0	22789718.0	1.109617203709276e+77	2.714063604914283e+75	3.7687052208314875e+46	0.0	37.0	1.0004040574063506e+17	1570193201449.0																																	gjuan	UTC	2019-10-04T12:46:41Z	FLOWENGINE
8.352084895202154e+76	8600123.0	3.738471553013924e+47	60000.0	8800000000.0	9.610232897155573e+76	0.0	1009.0	4.3393847112910404e+76	3.48246144793803e+76	5.084653875511476e+46	0.0	38.0	2112000000000000.0	1570193203262.0																																	gjuan	UTC	2019-10-04T12:46:43Z	FLOWENGINE
6.476872943263287e+76	8600124.0	1.3382077745083795e+48	50000.0	1000000000.0	3.833630326104552e+76	0.0	22789734.0	1.1272661608149716e+77	3.389861406574869e+76	1.4197480545591717e+48	0.0	37.0	5.002097067921339e+16	1570193204579.0																																	gjuan	UTC	2019-10-04T12:46:44Z	FLOWENGINE
1.1315351411229117e+77	8600125.0	4.727443393898437e+47	55898.0	30000000000.0	1.0581328242138078e+75	3.8020752995870066e+163	0.0	9.059736562923257e+76	4.737048221228332e+76	1.201053046308259e+48	0.0	37.0	0.0	1570193205336.0																																	gjuan	UTC	2019-10-04T12:46:45Z	FLOWENGINE
6.8600812567254e+76	8600126.0	3.1503838952482725e+45	80198.0	105000000000.0	1.0149387679741378e+77	3.8020752995870066e+163	20041.0	9.852299523839425e+76	3.314474950197269e+75	1.2488751460129641e+48	0.0	28.0	0.0	1570193206546.0																																	gjuan	UTC	2019-10-04T12:46:46Z	FLOWENGINE
8.222969433581938e+76	8600127.0	1.4059905430589015e+48	105000.0	120000000000.0	7.581767246955988e+76	0.0	85002.0	1.0946334217198896e+77	5.416093366141823e+76	1.4326406513794646e+48	0.0	37.0	2.61633177e+18	1570193207441.0																																	gjuan	UTC	2019-10-04T12:46:47Z	FLOWENGINE
3.320108738294254e+76	8600128.0	9.560091692059174e+47	21000.0	71000000000.0	1.0696384225410416e+77	0.0	8.0	6.017565713805848e+76	3.166505755260094e+76	5.367150195928427e+47	0.0	37.0	3.998509e+18	1570193208564.0																																	gjuan	UTC	2019-10-04T12:46:48Z	FLOWENGINE
7.475929076122528e+76	8600129.0	2.971665979415611e+47	60000.0	60000000000.0	4.878158352032384e+76	3.8020752995870066e+163	51514.0	8.342545886791259e+76	1.5554934764324712e+76	7.723775656548026e+46	0.0	27.0	0.0	1570193209563.0																																	gjuan	UTC	2019-10-04T12:46:49Z	FLOWENGINE
1.0144422509604796e+77	8600130.0	4.329047490220461e+47	21000.0	50000000000.0	4.515294127602617e+76	0.0	0.0	7.452738750310764e+76	4.628785566977387e+76	1.381014573732577e+48	0.0	38.0	2.4361299e+17	1570193210452.0																																	gjuan	UTC	2019-10-04T12:46:50Z	FLOWENGINE
4.549949083307482e+76	8600132.0	7.2646243945589895e+47	37017.0	41000000000.0	1.0812626012403469e+77	3.8020752995870066e+163	60.0	6.551284757205973e+76	5.0999562772517994e+76	1.3921788456217821e+48	0.0	37.0	0.0	1570193212351.0																																	gjuan	UTC	2019-10-04T12:46:52Z	FLOWENGINE
1.1437809137655624e+77	8600133.0	1.4566376272680503e+48	21000.0	41000000000.0	4.537661333151572e+76	0.0	3.0	2.6585234238915497e+76	2.1769574306427556e+75	4.797105165854786e+46	0.0	38.0	1.10369e+17	1570193213442.0																																	gjuan	UTC	2019-10-04T12:46:53Z	FLOWENGINE
1.0430019170900181e+77	8600134.0	5.2862509965447765e+47	90000.0	40000000000.0	9.778944826996459e+76	3.8020752995870066e+163	124324.0	1.8782870514350143e+76	4.469437821429401e+76	9.179833828386633e+46	0.0	37.0	0.0	1570193214353.0																																	gjuan	UTC	2019-10-04T12:46:54Z	FLOWENGINE
3.578698819350388e+76	8600135.0	1.4059905430589015e+48	105000.0	120000000000.0	7.077974126023922e+76	0.0	85003.0	4.628938802994483e+75	7.776905944157428e+75	8.898124155723236e+47	0.0	38.0	1.874e+16	1570193215577.0																																	gjuan	UTC	2019-10-04T12:46:55Z	FLOWENGINE
6.878279234791206e+76	8600136.0	1.3704719814734517e+48	90000.0	60000000000.0	7.950683881964318e+75	3.8020752995870066e+163	43677.0	1.388889764292196e+76	5.22241134079167e+76	2.5167136465468773e+47	0.0	38.0	0.0	1570193216504.0																																	gjuan	UTC	2019-10-04T12:46:56Z	FLOWENGINE
1.0627690313619006e+77	8600137.0	2.2893398555719868e+47	90000.0	40000000000.0	1.0682975934404772e+77	0.0	196649.0	1.29265745061311e+76	2.969353660509044e+76	8.766346057370628e+47	0.0	37.0	4.71e+17	1570193217371.0																																	gjuan	UTC	2019-10-04T12:46:57Z	FLOWENGINE
9.004548018923198e+76	8600138.0	1.1660194282066263e+48	27000.0	145263299267.0	1.3434914585380965e+76	3.3579705878821697e+78	10957.0	5.583141047686425e+76	5.5675530717808115e+76	2.3308418705490656e+38	0.0	37.0	0.0	1570193218474.0																																	gjuan	UTC	2019-10-04T12:46:58Z	FLOWENGINE
7.02748914860317e+76	8600139.0	1.1773167541946978e+48	21000.0	33333333333.0	8.750666391163493e+75	0.0	2.0	1.0664823077597659e+77	1.9893095453227695e+76	1.12583242968253e+48	0.0	37.0	2.4343e+18	1570193219355.0																																	gjuan	UTC	2019-10-04T12:46:59Z	FLOWENGINE
2.6663357264105012e+76	8600140.0	9.38171410135232e+47	91386.0	41000000000.0	8.552686312777365e+76	3.8020752995870066e+163	41.0	5.190178160113088e+74	5.539743753306727e+76	6.6396992971609535e+47	0.0	38.0	0.0	1570193220359.0																																	gjuan	UTC	2019-10-04T12:47:00Z	FLOWENGINE
9.756967758157163e+76	8600141.0	1.1740933096958394e+48	21000.0	50000000000.0	2.960696877221887e+76	0.0	3759.0	4.200369602363956e+76	1.5090462434999973e+76	5.5006748152139834e+47	0.0	37.0	8.023337e+16	1570193221368.0																																	gjuan	UTC	2019-10-04T12:47:01Z	FLOWENGINE
7.597889297532832e+76	8600142.0	1.3382077745083795e+48	50000.0	1000000000.0	1.598354976632852e+76	0.0	22789791.0	1.1270008507260849e+77	1.2167155033090055e+75	2.3706368515715428e+47	0.0	37.0	7.410565488710656e+16	1570193222637.0																																	gjuan	UTC	2019-10-04T12:47:02Z	FLOWENGINE
9.722337013422472e+75	8600143.0	4.839797369957361e+47	100000.0	101000000000.0	4.1861122901487295e+76	0.0	9572.0	5.51897148287577e+76	4.0265965315911015e+76	7.816376331174548e+47	0.0	38.0	1.01e+16	1570193223942.0																																	gjuan	UTC	2019-10-04T12:47:03Z	FLOWENGINE
7.118978620539338e+76	8600145.0	1.4419062761185239e+48	250000.0	100000000000.0	9.351466919772035e+76	2.1076840635933702e+162	185.0	4.889949523732907e+76	3.8437053943228314e+76	4.243049161002178e+47	0.0	37.0	0.0	1570193225630.0																																	gjuan	UTC	2019-10-04T12:47:05Z	FLOWENGINE
7.182841646453604e+76	8600146.0	4.72335779494254e+47	50000.0	30000000000.0	8.64556904872988e+76	0.0	13630664.0	4.922702159325103e+76	1.8599735719575614e+76	4.779035236582705e+47	0.0	37.0	1.01811788698335e+17	1570193226364.0																																	gjuan	UTC	2019-10-04T12:47:06Z	FLOWENGINE
8.424166617766238e+76	8600147.0	1.4419062761185239e+48	250000.0	100000000000.0	1.18367719111721e+76	1.1594691006572446e+163	186.0	1.2971559910643515e+76	4.824041732742285e+76	2.4004641870216878e+47	0.0	37.0	0.0	1570193227382.0																																	gjuan	UTC	2019-10-04T12:47:07Z	FLOWENGINE
1.046816361574432e+77	8600148.0	5.729756524128513e+47	21000.0	45000000000.0	7.755860216346352e+76	0.0	48862.0	7.738187744175741e+76	7.85535085507836e+75	3.257198694756677e+47	0.0	37.0	1.30022e+17	1570193228427.0																																	gjuan	UTC	2019-10-04T12:47:08Z	FLOWENGINE
1.043126495093756e+77	8600149.0	2.971665979415611e+47	60000.0	60000000000.0	4.06720060664791e+74	3.8020752995870066e+163	51515.0	2.3761565295912132e+76	4.667970809658967e+75	7.723775656548026e+46	0.0	27.0	0.0	1570193229475.0																																	gjuan	UTC	2019-10-04T12:47:09Z	FLOWENGINE
4.6062761941078364e+76	8600150.0	7.027528335324338e+47	250000.0	55100060000.0	6.371863327295277e+76	5.479831461578059e+163	3563.0	9.594573805459154e+76	1.347268697272804e+74	8.670258330795082e+47	0.0	28.0	4.418257231406379e+18	1570193230609.0																																	gjuan	UTC	2019-10-04T12:47:10Z	FLOWENGINE
8.938472507460534e+76	8600151.0	8.624630149403529e+47	100000.0	71000000000.0	4.951711979898688e+76	0.0	8735.0	6.335198729536577e+76	3.127658721114579e+76	2.9374908531421667e+47	0.0	37.0	6.330242e+16	1570193231489.0																																	gjuan	UTC	2019-10-04T12:47:11Z	FLOWENGINE
8.450329403750934e+76	8600152.0	9.540380475472571e+47	80000.0	30000000000.0	3.372380609553518e+75	3.8020752995870066e+163	32461.0	8.588938281886943e+76	3.619824544295717e+76	2.6488556574578344e+47	0.0	37.0	0.0	1570193232289.0																																	gjuan	UTC	2019-10-04T12:47:12Z	FLOWENGINE
9.344390306000094e+76	8600154.0	3.129068807931866e+46	60000.0	30000000000.0	7.044160906722549e+76	0.0	0.0	6.44657914175093e+76	3.358428491817268e+76	3.4008906997466323e+47	0.0	28.0	3.01505805e+18	1570193234384.0																																	gjuan	UTC	2019-10-04T12:47:14Z	FLOWENGINE
9.680115847125656e+76	8600155.0	4.021352259565171e+47	90000.0	40000000000.0	1.024092705365922e+77	3.8020752995870066e+163	180577.0	9.867133678549393e+76	5.5527597647542826e+76	1.2488751460129641e+48	0.0	38.0	0.0	1570193235482.0																																	gjuan	UTC	2019-10-04T12:47:15Z	FLOWENGINE
6.71856532018326e+76	8600156.0	1.882104396941954e+47	120000.0	60000000000.0	2.903111132846056e+76	3.8020752995870066e+163	10.0	5.7196581488808914e+76	3.710757257281152e+76	7.997478744664063e+47	0.0	38.0	0.0	1570193236428.0																																	gjuan	UTC	2019-10-04T12:47:16Z	FLOWENGINE
7.679294822107246e+76	8600157.0	1.9125166232539368e+46	21000.0	41000000000.0	9.320077823014053e+76	0.0	39535.0	2.8050838806963304e+76	4.586691859670138e+76	1.3638001625848778e+46	0.0	38.0	1330500000000000.0	1570193237541.0																																	gjuan	UTC	2019-10-04T12:47:17Z	FLOWENGINE
2.2091555469665787e+76	8600158.0	5.729756524128513e+47	21000.0	45000000000.0	1.0304471817682238e+77	0.0	48863.0	8.504928955547896e+76	1.1178607374611191e+76	1.0127678864797424e+48	0.0	38.0	7.5847e+16	1570193238383.0																																	gjuan	UTC	2019-10-04T12:47:18Z	FLOWENGINE
7.33567068744559e+76	8600159.0	1.0647811302119038e+48	160268.0	70000000000.0	4.4358297180523386e+76	2.488491437828598e+163	935075.0	6.897317841226753e+76	4.007844695970582e+76	2.7039896630967176e+47	0.0	37.0	0.0	1570193239488.0																																	gjuan	UTC	2019-10-04T12:47:19Z	FLOWENGINE
3.92973376956908e+76	8600162.0	4.797765777876286e+47	21000.0	40816326530612.0	1.0799166645369736e+77	0.0	1817.0	9.333657413046859e+76	5.4479577593094584e+76	5.331672654277515e+47	0.0	37.0	1.42857142857148e+17	1570193242406.0																																	gjuan	UTC	2019-10-04T12:47:22Z	FLOWENGINE
6.79643263501106e+76	8600164.0	1.020718051381311e+48	60000.0	50000000000.0	1.9046865687190845e+76	0.0	92888.0	8.952328942604852e+76	3.583123898746191e+76	7.040107627484363e+46	0.0	38.0	4.293672e+17	1570193244517.0																																	gjuan	UTC	2019-10-04T12:47:24Z	FLOWENGINE
6.262777721391704e+76	8600165.0	1.3382077745083795e+48	50000.0	1000000000.0	8.198778577283127e+76	0.0	22789860.0	1.671237265111132e+76	4.993465229887938e+76	3.152775861099098e+47	0.0	37.0	5.009078262815181e+16	1570193245666.0																																	gjuan	UTC	2019-10-04T12:47:25Z	FLOWENGINE
5.193177859864418e+75	8600166.0	6.8059675893064414e+47	21000.0	49163621072.0	9.230975578884736e+76	0.0	52.0	2.0711302656946165e+76	5.3737925792866716e+76	6.8220778695923275e+47	0.0	38.0	1.02905706821792e+17	1570193246501.0																																	gjuan	UTC	2019-10-04T12:47:26Z	FLOWENGINE
7.251195261754571e+76	8600171.0	2.971665979415611e+47	60000.0	60000000000.0	8.359832575397547e+75	3.8020752995870066e+163	51517.0	1.0410274155405868e+77	5.409991940011834e+76	7.723775656548026e+46	0.0	27.0	0.0	1570193251634.0																																	gjuan	UTC	2019-10-04T12:47:31Z	FLOWENGINE
9.510891310186063e+76	8600172.0	3.5714463464333397e+47	120000.0	51000000000.0	8.176190543121752e+76	3.8020752995870066e+163	249.0	8.670689235759241e+76	1.169797170610174e+76	1.0508649393907562e+47	0.0	27.0	0.0	1570193252499.0																																	gjuan	UTC	2019-10-04T12:47:32Z	FLOWENGINE
7.748022439179382e+76	8600176.0	5.240646996630976e+47	300000.0	200000000000.0	3.888302242193877e+76	0.0	34072.0	4.737255391927835e+76	2.5615418611844995e+76	1.0953467402938637e+48	0.0	37.0	4e+17	1570193256566.0																																	gjuan	UTC	2019-10-04T12:47:36Z	FLOWENGINE
4.861695920554288e+76	8600177.0	3.8374489223649095e+46	50000.0	1000000000.0	3.8739785692944015e+76	0.0	10310.0	8.231373941375452e+76	2.221415292748572e+76	6.001364878606228e+47	0.0	38.0	4.231483832e+18	1570193257759.0																																	gjuan	UTC	2019-10-04T12:47:37Z	FLOWENGINE
8.026768191504892e+76	8600178.0	5.9072383241759274e+47	166666.0	50000000000.0	1.0769444161028459e+77	0.0	431.0	4.707605438475109e+75	4.5367933472255447e+76	1.4029569708973818e+48	0.0	37.0	8.647101e+16	1570193258556.0																																	gjuan	UTC	2019-10-04T12:47:38Z	FLOWENGINE
4.331857264911232e+76	8600179.0	5.367150195928427e+47	45000.0	70000000000.0	1.0442870623032705e+77	0.0	541129.0	2.624807196409759e+76	1.3419886526278236e+76	1.3976724849455706e+48	0.0	38.0	2.5e+18	1570193259646.0																																	gjuan	UTC	2019-10-04T12:47:39Z	FLOWENGINE
3.889693184643487e+76	8600180.0	3.3465447390677488e+47	200000.0	45000000000.0	7.203466305303766e+76	3.8020752995870066e+163	13125.0	1.4167790093435574e+76	4.8281705977101745e+76	1.2488751460129641e+48	0.0	28.0	0.0	1570193260455.0																																	gjuan	UTC	2019-10-04T12:47:40Z	FLOWENGINE
3.125194575861308e+76	8600181.0	1.3382077745083795e+48	50000.0	1000000000.0	1.3499665768763377e+76	0.0	22789923.0	7.042822083321119e+76	5.027806366672175e+76	3.1226926302001525e+47	0.0	37.0	6.516125435203003e+16	1570193261955.0																																	gjuan	UTC	2019-10-04T12:47:41Z	FLOWENGINE
5.76648542860021e+76	8600182.0	1.3382077745083795e+48	50000.0	1000000000.0	3.4190607105722405e+76	0.0	22789964.0	1.1732398212773024e+76	4.190494307842366e+76	5.511246656823832e+47	0.0	37.0	2.34398316201272e+16	1570193262547.0																																	gjuan	UTC	2019-10-04T12:47:42Z	FLOWENGINE
1.4081791526638639e+76	8600183.0	3.705346737358498e+47	60000.0	100000000000.0	7.298840806977862e+75	3.8020752995870066e+163	17.0	4.886915064261761e+75	5.643728139140893e+76	1.2488751460129641e+48	0.0	37.0	0.0	1570193263566.0																																	gjuan	UTC	2019-10-04T12:47:43Z	FLOWENGINE
6.361908135211236e+76	8600184.0	6.621984675436265e+47	21000.0	45000000000.0	5.002376186179988e+76	0.0	0.0	5.4544653047262337e+76	4.7783936270880914e+76	1.1863006308486491e+48	0.0	37.0	1.00255e+17	1570193264526.0																																	gjuan	UTC	2019-10-04T12:47:44Z	FLOWENGINE
6.315120854412898e+76	8600186.0	7.275360705607511e+47	45000.0	90000000000.0	8.311503658326403e+76	0.0	17478.0	3.388918239822242e+76	4.104797297637328e+76	9.097590479851161e+47	0.0	38.0	9.57e+16	1570193266543.0																																	gjuan	UTC	2019-10-04T12:47:46Z	FLOWENGINE
3.235610904657793e+76	8600187.0	2.6677505508695985e+46	120000.0	60000000000.0	1.0073816719832816e+77	3.8020752995870066e+163	1193.0	1.0410100263783979e+77	3.1412659927501015e+76	9.212102235038266e+47	0.0	37.0	0.0	1570193267547.0																																	gjuan	UTC	2019-10-04T12:47:47Z	FLOWENGINE
4.2345555902214693e+76	8600188.0	1.3600200981135382e+48	21000.0	41000000000.0	4.075946685462896e+76	0.0	14.0	8.383289332230232e+76	3.8157204603301024e+76	1.0098789804197204e+47	0.0	37.0	9e+18	1570193268432.0																																	gjuan	UTC	2019-10-04T12:47:48Z	FLOWENGINE
